MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.02344	s	12/20/2016 1:19:06 PM
Axial Displacement	Axial Displacement Error	Axial Extensometer	Axial Extensometer Abs. Error	Axial Force	Axial Force Abs. Error	Running Time	Time
mm	mm	mm/mm	mm/mm	N	N	s	s
0.65827608	-0.00013375282	0.0033360764	0	17859.686	0	29.785156	29.803711
0.66258907	-0.0011264086	0.0033045553	0	17935.359	0	29.884766	29.90332
0.66539526	-0.00061231852	0.0031070504	0	18001.072	0	29.984375	30.00293
0.66777468	0.00032860041	0.0032713558	0	18061.779	0	30.083984	30.102539
0.67107201	0.0003516078	0.0032991134	0	18117.877	0	30.183594	30.202148
0.67376137	0.00098252296	0.0033684368	0	18173.799	0	30.283203	30.301758
0.67710876	0.00095546246	0.0032069283	0	18240.053	0	30.382813	30.401367
0.68020582	0.0011786819	0.0034602375	0	18307.959	0	30.482422	30.500977
0.68369865	0.001006186	0.0033288456	0	18398.543	0	30.582031	30.600586
0.68758249	0.0004426837	0.0033017718	0	18483.639	0	30.681641	30.700195
0.69098711	0.00035834312	0.0032806457	0	18559.133	0	30.78125	30.799805
0.69436789	0.00029790401	0.0031865321	0	18625.836	0	30.880859	30.899414
0.69766998	0.00031608343	0.0032440261	0	18691.676	0	30.980469	30.999023
0.70075989	0.00054651499	0.003337848	0	18763.352	0	31.080078	31.098633
0.70382118	0.00080555677	0.0033525045	0	18849.098	0	31.179688	31.198242
0.70763588	0.00031113625	0.0033845797	0	18927.664	0	31.279297	31.297852
0.71112633	0.00014102459	0.0033131421	0	18997.521	0	31.378906	31.397461
0.7140398	0.00054782629	0.0032561661	0	19061.533	0	31.478516	31.49707
0.71730614	0.0006018281	0.0035059839	0	19127.811	0	31.578125	31.59668
0.72137594	-0.00014764071	0.0034380883	0	19197.607	0	31.677734	31.696289
0.72328568	0.0012629032	0.0033599462	0	19262.574	0	31.777344	31.795898
