MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A,,,,,,,,,
,,,,,,,,,
Data Acquisition,,,,,,Time:,409.35938,s,1/20/2017 16:53
Axial Displacement,Axial Displacement Error,Axial Force,Axial Force Abs. Error,Running Time,Time,,,,
mm,mm,N,N,s,s,,,,
-2.6118612,-0.000665426,-3774.5923,0,183.50195,183.52344,,,,
-2.6146293,-0.000912428,-3785.772,0,184.00195,184.02344,,,,
-2.617166,-0.001398563,-3805.6013,0,184.50195,184.52344,,,,
-2.6205361,-0.001059294,-3823.988,0,185.00195,185.02344,,,,
-2.6237476,-0.000886917,-3843.7673,0,185.50195,185.52344,,,,
-2.6262319,-0.001449347,-3859.2263,0,186.00195,186.02344,,,,
-2.6306045,-0.000131845,-3890.7134,0,186.50195,186.52344,,,,
-2.6333356,-0.000463724,-3912.21,0,187.00195,187.02344,,,,
-2.6377285,0.000858307,-3939.7651,0,187.50195,187.52344,,,,
-2.6409066,0.000957489,-3955.928,0,188.00195,188.02344,,,,
-2.6432419,0.000205994,-3967.1628,0,188.50195,188.52344,,,,
-2.646805,0.000674486,-3987.1067,0,189.00195,189.02344,,,,
-2.6505959,0.001362801,-4017.0793,0,189.50195,189.52344,,,,
-2.6540709,0.001727104,-4042.5334,0,190.00195,190.02344,,,,
-2.6569879,0.001525641,-4049.4246,0,190.50195,190.52344,,,,
-2.6589131,0.000324488,-4055.0498,0,191.00195,191.02344,,,,
-2.6613617,-0.000361443,-4063.7258,0,191.50195,191.52344,,,,
-2.6639533,-0.000912189,-4083.2175,0,192.00195,192.02344,,,,
-2.6669538,-0.001062155,-4107.7554,0,192.50195,192.52344,,,,
-2.6696861,-0.00148797,-4126.8872,0,193.00195,193.02344,,,,
-2.6737714,-0.000568628,-4153.5469,0,193.50195,193.52344,,,,
-2.6761556,-0.001358271,-4178.9858,0,194.00195,194.02344,,,,
-2.6805758,-0.000119686,-4213.8018,0,194.50195,194.52344,,,,
-2.684989,0.001103878,-4257.4126,0,195.00195,195.02344,,,,
-2.6887751,0.001692295,-4281.1597,0,195.50195,195.52344,,,,
-2.6914978,0.001209736,-4289.8965,0,196.00195,196.02344,,,,
-2.6933944,-0.00010705,-4302.2104,0,196.50195,196.52344,,,,
-2.6953638,-0.001358986,-4315.5269,0,197.00195,197.02344,,,,
-2.6986599,-0.001291752,-4331.4043,0,197.50195,197.52344,,,,
-2.7022088,-0.000979662,-4361.5229,0,198.00195,198.02344,,,,
-2.7056754,-0.000757694,-4387.8623,0,198.50195,198.52344,,,,
-2.7103412,0.00065589,-4441.1099,0,199.00195,199.02344,,,,
-2.7144063,0.001460552,-4482.355,0,199.50195,199.52344,,,,
-2.7175879,0.001374006,-4505.3838,0,200.00195,200.02344,,,,
-2.7207232,0.001233339,-4515.5625,0,200.50195,200.52344,,,,
-2.7225912,-0.00018239,-4527.9341,0,201.00195,201.02344,,,,
-2.7248752,-0.001189947,-4543.9023,0,201.50195,201.52344,,,,
-2.7280796,-0.001284838,-4573.0112,0,202.00195,202.02344,,,,
-2.7326727,1.19E-06,-4629.2446,0,202.50195,202.52344,,,,
-2.7370191,0.001032591,-4671.373,0,203.00195,203.02344,,,,
-2.7404523,0.001143217,-4694.0254,0,203.50195,203.52344,,,,
-2.7441621,0.00152278,-4722.5581,0,204.00195,204.02344,,,,
-2.7471697,0.001192093,-4739.9761,0,204.50195,204.52344,,,,
-2.7490461,-0.000277519,-4756.4995,0,205.00195,205.02344,,,,
-2.7522314,-0.000446081,-4786.7368,0,205.50195,205.52344,,,,
-2.756474,0.000435114,-4832.7275,0,206.00195,206.02344,,,,
-2.7592194,-0.000188589,-4862.3926,0,206.50195,206.52344,,,,
-2.7629972,0.000212431,-4888.9092,0,207.00195,207.02344,,,,
-2.765584,-0.000585318,-4909.5464,0,207.50195,207.52344,,,,
-2.7683556,-0.001205921,-4936.7534,0,208.00195,208.02344,,,,
-2.7722442,-0.000717402,-4969.4063,0,208.50195,208.52344,,,,
-2.7768815,0.000512123,-5029.4839,0,209.00195,209.02344,,,,
-2.7809978,0.001212835,-5069.1094,0,209.50195,209.52344,,,,
-2.7841783,0.000970125,-5091.9028,0,210.00195,210.02344,,,,
-2.7872014,0.000562429,-5108.52,0,210.50195,210.52344,,,,
-2.7888691,-0.001208305,-5126.9683,0,211.00195,211.02344,,,,
-2.7927005,-0.000823021,-5162.0962,0,211.50195,211.52344,,,,
-2.795893,-0.001084328,-5203.2373,0,212.00195,212.02344,,,,
-2.8001022,-0.000336409,-5254.9302,0,212.50195,212.52344,,,,
-2.8043044,0.00039649,-5289.9634,0,213.00195,213.02344,,,,
-2.8077495,0.000365019,-5320.1328,0,213.50195,213.52344,,,,
-2.8108001,-6.89E-05,-5344.4658,0,214.00195,214.02344,,,,
-2.8141761,-0.000185013,-5375.8076,0,214.50195,214.52344,,,,
-2.8178298,-3.10E-05,-5413.5669,0,215.00195,215.02344,,,,
-2.8220284,0.000660181,-5454.5054,0,215.50195,215.52344,,,,
-2.8252697,0.000386715,-5486.9956,0,216.00195,216.02344,,,,
-2.8275049,-0.000900507,-5512.3623,0,216.50195,216.52344,,,,
-2.8313005,-0.000634909,-5543.5137,0,217.00195,217.02344,,,,
-2.8340816,-0.001391411,-5578.9126,0,217.50195,217.52344,,,,
-2.8392339,0.00021553,-5631.2461,0,218.00195,218.02344,,,,
-2.8433156,0.000744343,-5679.3955,0,218.50195,218.52344,,,,
-2.8466785,0.000546694,-5704.1606,0,219.00195,219.02344,,,,
-2.8496957,-4.05E-06,-5725.7192,0,219.50195,219.52344,,,,
-2.8520691,-0.00120616,-5752.6006,0,220.00195,220.02344,,,,
-2.8555679,-0.001290321,-5781.521,0,220.50195,220.52344,,,,
-2.8591943,-0.001254559,-5811.4243,0,221.00195,221.02344,,,,
-2.8657544,0.001707315,-5914.7236,0,221.50195,221.52344,,,,
-2.8721249,0.004472256,-5976.8501,0,222.00195,222.02344,,,,
-2.8737867,0.0025208,-5981.3975,0,222.50195,222.52344,,,,
-2.8763163,0.001429558,-5989.5605,0,223.00195,223.02344,,,,
-2.8786325,0.00011754,-6002.4814,0,223.50195,223.52344,,,,
-2.8808081,-0.001342773,-6029.6538,0,224.00195,224.02344,,,,
-2.8845477,-0.001246214,-6062.5781,0,224.50195,224.52344,,,,
-2.8877497,-0.001694918,-6101.3228,0,225.00195,225.02344,,,,
-2.8912473,-0.001855612,-6145.2061,0,225.50195,225.52344,,,,
-2.8962457,-0.000522852,-6202.9497,0,226.00195,226.02344,,,,
-2.9006565,0.000214815,-6253.6035,0,226.50195,226.52344,,,,
-2.9051352,0.001012802,-6297.5459,0,227.00195,227.02344,,,,
-2.9086232,0.000812769,-6325.4106,0,227.50195,227.52344,,,,
-2.9116905,0.000184536,-6353.5122,0,228.00195,228.02344,,,,
-2.9142928,-0.000916243,-6381.395,0,228.50195,228.52344,,,,
-2.9179466,-0.000972748,-6419.3691,0,229.00195,229.02344,,,,
-2.9224968,-0.00014019,-6481.8296,0,229.50195,229.52344,,,,
-2.9283166,0.001954317,-6543.7417,0,230.00195,230.02344,,,,
-2.9311097,0.001014948,-6572.3491,0,230.50195,230.52344,,,,
-2.9342961,0.00046134,-6597.0552,0,231.00195,231.02344,,,,
-2.9370308,-0.000551462,-6623.2378,0,231.50195,231.52344,,,,
-2.9403865,-0.000950813,-6649.0923,0,232.00195,232.02344,,,,
-2.9438591,-0.001240492,-6681.8804,0,232.50195,232.52344,,,,
-2.9469454,-0.0019238,-6717.52,0,233.00195,233.02344,,,,
-2.9509699,-0.001676083,-6770.2578,0,233.50195,233.52344,,,,
-2.9560423,-0.000388145,-6831.2236,0,234.00195,234.02344,,,,
-2.9612112,0.000989199,-6887.9614,0,234.50195,234.52344,,,,
-2.9650879,0.001066923,-6926.6597,0,235.00195,235.02344,,,,
-2.9681671,0.000339746,-6946.9009,0,235.50195,235.52344,,,,
-2.9708731,-0.000767946,-6965.0977,0,236.00195,236.02344,,,,
-2.9736137,-0.001848459,-6991.3623,0,236.50195,236.52344,,,,
-2.979883,0.000592232,-7087.7495,0,237.00195,237.02344,,,,
-2.9875314,0.00440526,-7175.166,0,237.50195,237.52344,,,,
-2.9893887,0.002419472,-7175.6626,0,238.00195,238.02344,,,,
-2.990948,0.000128746,-7173.0781,0,238.50195,238.52344,,,,
-2.9934108,-0.001266003,-7193.4243,0,239.00195,239.02344,,,,
-2.996726,-0.001815558,-7231.4043,0,239.50195,239.52344,,,,
-3.0003059,-0.002107859,-7278.9653,0,240.00195,240.02344,,,,
-3.0056655,-0.000627518,-7341.5669,0,240.50195,240.52344,,,,
-3.011446,0.001266241,-7416.6353,0,241.00195,241.02344,,,,
-3.0151987,0.001124859,-7460.9199,0,241.50195,241.52344,,,,
-3.0185151,0.000540257,-7483.5103,0,242.00195,242.02344,,,,
-3.0225658,0.000682592,-7520.2949,0,242.50195,242.52344,,,,
-3.0262232,0.000424623,-7560.0645,0,243.00195,243.02344,,,,
-3.0286133,-0.00110817,-7585.8193,0,243.50195,243.52344,,,,
-3.0322456,-0.001405716,-7621.7026,0,244.00195,244.02344,,,,
-3.0360329,-0.001555681,-7657.2837,0,244.50195,244.52344,,,,
-3.039788,-0.001745224,-7701.9756,0,245.00195,245.02344,,,,
-3.044827,-0.000657797,-7762.0635,0,245.50195,245.52344,,,,
-3.049053,-0.000391006,-7813.5684,0,246.00195,246.02344,,,,
-3.0535889,0.000179052,-7856.8335,0,246.50195,246.52344,,,,
-3.0571318,-0.000251055,-7893.3398,0,247.00195,247.02344,,,,
-3.0630648,0.001701832,-7960.7085,0,247.50195,247.52344,,,,
-3.0667913,0.001440764,-8003.8472,0,248.00195,248.02344,,,,
-3.0701339,0.000788927,-8033.189,0,248.50195,248.52344,,,,
-3.07356,0.000213146,-8059.457,0,249.00195,249.02344,,,,
-3.0760598,-0.001296043,-8084.0215,0,249.50195,249.52344,,,,
-3.0797935,-0.001578569,-8125.2803,0,250.00195,250.02344,,,,
-3.0836928,-0.001702547,-8166.4038,0,250.50195,250.52344,,,,
-3.0883205,-0.001104832,-8216.1553,0,251.00195,251.02344,,,,
-3.0929065,-0.000556231,-8266.3525,0,251.50195,251.52344,,,,
-3.0972016,-0.000305414,-8320.9443,0,252.00195,252.02344,,,,
-3.1033623,0.001803875,-8393.5391,0,252.50195,252.52344,,,,
-3.1068921,0.001275063,-8433.2344,0,253.00195,253.02344,,,,
-3.1109762,0.001293421,-8457.1416,0,253.50195,253.52344,,,,
-3.113966,0.000210285,-8484.0508,0,254.00195,254.02344,,,,
-3.1163025,-0.001533032,-8506.0762,0,254.50195,254.52344,,,,
-3.1197953,-0.002127171,-8538.8281,0,255.00195,255.02344,,,,
-3.1258607,-0.000155687,-8621.4883,0,255.50195,255.52344,,,,
-3.1326771,0.0025599,-8714.3477,0,256.00195,256.02344,,,,
-3.1366301,0.002405167,-8743.9072,0,256.50195,256.52344,,,,
-3.1389236,0.000583649,-8752.042,0,257.00195,257.02344,,,,
-3.1415224,-0.000939369,-8774.4775,0,257.50195,257.52344,,,,
-3.1449175,-0.00167346,-8799.6045,0,258.00195,258.02344,,,,
-3.1479287,-0.00279808,-8843.46,0,258.50195,258.52344,,,,
-3.1523037,-0.002566338,-8891.3477,0,259.00195,259.02344,,,,
-3.1576753,-0.001344681,-8957.3311,0,259.50195,259.52344,,,,
-3.1636834,0.000506639,-9027.7168,0,260.00195,260.02344,,,,
-3.1701803,0.002839804,-9100.1191,0,260.50195,260.52344,,,,
-3.1737065,0.00219512,-9125.4502,0,261.00195,261.02344,,,,
-3.1765199,0.000830889,-9135.916,0,261.50195,261.52344,,,,
-3.1790948,-0.000778914,-9157.4033,0,262.00195,262.02344,,,,
-3.1821465,-0.001918793,-9194.3125,0,262.50195,262.52344,,,,
-3.1863523,-0.00191164,-9233.3281,0,263.00195,263.02344,,,,
-3.1918335,-0.000636101,-9299.2715,0,263.50195,263.52344,,,,
-3.1977224,0.001040459,-9383.2275,0,264.00195,264.02344,,,,
-3.2020593,0.001157999,-9418.0488,0,264.50195,264.52344,,,,
-3.204987,-0.00014019,-9445.709,0,265.00195,265.02344,,,,
-3.2087684,-0.000591993,-9470.5137,0,265.50195,265.52344,,,,
-3.2136917,9.16E-05,-9537.9385,0,266.00195,266.02344,,,,
-3.2186794,0.000832558,-9596.0264,0,266.50195,266.52344,,,,
-3.2221842,8.37E-05,-9627.6064,0,267.00195,267.02344,,,,
-3.2267308,0.000369787,-9657.0596,0,267.50195,267.52344,,,,
-3.2308626,0.000234127,-9709.9834,0,268.00195,268.02344,,,,
-3.2350111,0.000108242,-9749.1113,0,268.50195,268.52344,,,,
-3.2389927,-0.000190973,-9780.4561,0,269.00195,269.02344,,,,
-3.2426429,-0.000828505,-9825.5254,0,269.50195,269.52344,,,,
-3.2465005,-0.001265526,-9863.373,0,270.00195,270.02344,,,,
-3.2514596,-0.000607729,-9926.0596,0,270.50195,270.52344,,,,
-3.2574916,0.001116037,-9993.958,0,271.00195,271.02344,,,,
-3.261323,0.000632286,-10028.402,0,271.50195,271.52344,,,,
-3.2650661,5.36E-05,-10049.196,0,272.00195,272.02344,,,,
-3.2697272,0.000386,-10026.99,0,272.50195,272.52344,,,,
-3.2738161,0.000139713,-10043.417,0,273.00195,273.02344,,,,
-3.2778144,-0.000204086,-10080.844,0,273.50195,273.52344,,,,
-3.2822156,-0.000151634,-10136.277,0,274.00195,274.02344,,,,
-3.2871389,0.000416279,-10203.331,0,274.50195,274.52344,,,,
-3.2915425,0.000457764,-10240.477,0,275.00195,275.02344,,,,
-3.2952976,-0.000156164,-10275.221,0,275.50195,275.52344,,,,
-3.2994795,-0.000349998,-10317.115,0,276.00195,276.02344,,,,
-3.3033323,-0.000879765,-10362.406,0,276.50195,276.52344,,,,
-3.3080006,-0.000600815,-10417.767,0,277.00195,277.02344,,,,
-3.3125949,-0.000402212,-10466.858,0,277.50195,277.52344,,,,
-3.3175063,0.000106812,-10520.932,0,278.00195,278.02344,,,,
-3.3213878,-0.00042057,-10569.93,0,278.50195,278.52344,,,,
-3.3263826,0.000158548,-10636.887,0,279.00195,279.02344,,,,
-3.3323336,0.00168705,-10681.51,0,279.50195,279.52344,,,,
-3.3354998,0.000424147,-10710.002,0,280.00195,280.02344,,,,
-3.3389354,-0.000576019,-10740.317,0,280.50195,280.52344,,,,
-3.3426833,-0.001270533,-10784.313,0,281.00195,281.02344,,,,
-3.3474493,-0.000953674,-10832.987,0,281.50195,281.52344,,,,
-3.3524942,-0.000364304,-10888.395,0,282.00195,282.02344,,,,
-3.3569598,-0.000360727,-10941.307,0,282.50195,282.52344,,,,
-3.3618307,4.15E-05,-10988.952,0,283.00195,283.02344,,,,
-3.3662939,2.93E-05,-11030.785,0,283.50195,283.52344,,,,
-3.3705688,-0.000177622,-11071.3,0,284.00195,284.02344,,,,
-3.3744884,-0.000746489,-11118.557,0,284.50195,284.52344,,,,
-3.3805728,0.00084281,-11176.48,0,285.00195,285.02344,,,,
-3.3850884,0.000856638,-11232.675,0,285.50195,285.52344,,,,
-3.3894253,0.000685215,-11270.425,0,286.00195,286.02344,,,,
-3.3945036,0.001248837,-11332.579,0,286.50195,286.52344,,,,
-3.3982182,0.000442505,-11368.807,0,287.00195,287.02344,,,,
-3.4028006,0.000497103,-11402.365,0,287.50195,287.52344,,,,
-3.4060216,-0.000815868,-11433.4,0,288.00195,288.02344,,,,
-3.4104204,-0.000957727,-11470.825,0,288.50195,288.52344,,,,
-3.4150887,-0.000836849,-11532.054,0,289.00195,289.02344,,,,
-3.4203601,-0.000119209,-11589.835,0,289.50195,289.52344,,,,
-3.4264874,0.001447916,-11657.568,0,290.00195,290.02344,,,,
-3.4304476,0.000841379,-11707.488,0,290.50195,290.52344,,,,
-3.4346938,0.000514507,-11738.858,0,291.00195,291.02344,,,,
-3.438313,-0.000445843,-11764.911,0,291.50195,291.52344,,,,
-3.4423494,-0.000995159,-11791.6,0,292.00195,292.02344,,,,
-3.4469986,-0.000938416,-11862.888,0,292.50195,292.52344,,,,
-3.4537888,0.00125289,-11947.738,0,293.00195,293.02344,,,,
-3.45788,0.000738859,-11982.535,0,293.50195,293.52344,,,,
-3.46277,0.001017332,-12015.377,0,294.00195,294.02344,,,,
-3.4665227,0.000151873,-12055.217,0,294.50195,294.52344,,,,
-3.470099,-0.000896454,-12095.323,0,295.00195,295.02344,,,,
-3.4744954,-0.001130819,-12132.46,0,295.50195,295.52344,,,,
-3.4829569,0.002693653,-12243.563,0,296.00195,296.02344,,,,
-3.486793,0.001886368,-12273.682,0,296.50195,296.52344,,,,
-3.4901118,0.000555277,-12288.61,0,297.00195,297.02344,,,,
-3.4937024,-0.000510454,-12319.537,0,297.50195,297.52344,,,,
-3.4976411,-0.001234293,-12365.548,0,298.00195,298.02344,,,,
-3.5019422,-0.001602173,-12416.127,0,298.50195,298.52344,,,,
-3.5068321,-0.001387596,-12460.102,0,299.00195,299.02344,,,,
-3.5115123,-0.001389027,-12519.428,0,299.50195,299.52344,,,,
-3.5182381,0.000648975,-12591.021,0,300.00195,300.02344,,,,
-3.5228086,0.000525475,-12637.666,0,300.50195,300.52344,,,,
-3.5267901,-0.000193119,-12671.766,0,301.00195,301.02344,,,,
-3.5318971,0.000207186,-12723.499,0,301.50195,301.52344,,,,
-3.5365343,0.000131607,-12770.168,0,302.00195,302.02344,,,,
-3.5411024,-1.96E-05,-12811.468,0,302.50195,302.52344,,,,
-3.5447478,-0.001099587,-12848.707,0,303.00195,303.02344,,,,
-3.5494733,-0.001105785,-12891.448,0,303.50195,303.52344,,,,
-3.5544276,-0.00088954,-12949.644,0,304.00195,304.02344,,,,
-3.5594845,-0.000576735,-12993.9,0,304.50195,304.52344,,,,
-3.5643411,-0.0004704,-13039.302,0,305.00195,305.02344,,,,
-3.5687256,-0.000842094,-13092.838,0,305.50195,305.52344,,,,
-3.5740447,-0.000285625,-13144.373,0,306.00195,306.02344,,,,
-3.5788679,-0.000231266,-13187.297,0,306.50195,306.52344,,,,
-3.5852695,0.001395226,-13255.569,0,307.00195,307.02344,,,,
-3.5906982,0.00204277,-13303.872,0,307.50195,307.52344,,,,
-3.5937572,0.000313997,-13337.583,0,308.00195,308.02344,,,,
-3.598187,-4.96E-05,-13367.053,0,308.50195,308.52344,,,,
-3.6026597,-0.000376463,-13404.44,0,309.00195,309.02344,,,,
-3.6094546,0.001612902,-13502.282,0,309.50195,309.52344,,,,
-3.6140609,0.001407147,-13532.043,0,310.00195,310.02344,,,,
-3.6173987,-7.27E-05,-13554.49,0,310.50195,310.52344,,,,
-3.6211133,-0.001182318,-13589.043,0,311.00195,311.02344,,,,
-3.6257553,-0.00137043,-13632.599,0,311.50195,311.52344,,,,
-3.6312699,-0.000692129,-13701.507,0,312.00195,312.02344,,,,
-3.6363006,-0.000504017,-13754.908,0,312.50195,312.52344,,,,
-3.6412072,-0.000445843,-13806.557,0,313.00195,313.02344,,,,
-3.6460257,-0.000481844,-13843.035,0,313.50195,313.52344,,,,
-3.6505675,-0.000800371,-13890.076,0,314.00195,314.02344,,,,
-3.656621,0.000386715,-13955.013,0,314.50195,314.52344,,,,
-3.6621594,0.001052618,-14016.124,0,315.00195,315.02344,,,,
-3.6666703,0.000684977,-14045.654,0,315.50195,315.52344,,,,
-3.670392,-0.000477791,-14073.867,0,316.00195,316.02344,,,,
-3.6739135,-0.001847029,-14106.524,0,316.50195,316.52344,,,,
-3.6813903,0.000732899,-14211.75,0,317.00195,317.02344,,,,
-3.6866117,0.001051664,-14259.937,0,317.50195,317.52344,,,,
-3.690691,0.000222683,-14284.241,0,318.00195,318.02344,,,,
-3.6948752,-0.000507355,-14309.923,0,318.50195,318.52344,,,,
-3.6995864,-0.000716686,-14356.278,0,319.00195,319.02344,,,,
-3.7048936,-0.000335693,-14424.23,0,319.50195,319.52344,,,,
-3.7099504,-0.000211239,-14470.879,0,320.00195,320.02344,,,,
-3.7147951,-0.000304699,-14516.363,0,320.50195,320.52344,,,,
-3.7195802,-0.000463963,-14564.972,0,321.00195,321.02344,,,,
-3.7272739,0.00227952,-14656.079,0,321.50195,321.52344,,,,
-3.7311554,0.001205206,-14691.32,0,322.00195,322.02344,,,,
-3.7352324,0.000320435,-14717.356,0,322.50195,322.52344,,,,
-3.7390804,-0.000799179,-14749.169,0,323.00195,323.02344,,,,
-3.7436318,-0.00122118,-14790.17,0,323.50195,323.52344,,,,
-3.7490416,-0.000790834,-14854.319,0,324.00195,324.02344,,,,
-3.7546015,-0.000216246,-14922.072,0,324.50195,324.52344,,,,
-3.7599015,9.27E-05,-14964.642,0,325.00195,325.02344,,,,
-3.7640381,-0.000767708,-15003.864,0,325.50195,325.52344,,,,
-3.7688303,-0.00097847,-15051.621,0,326.00195,326.02344,,,,
-3.7744427,-0.000374794,-15124.583,0,326.50195,326.52344,,,,
-3.7820387,0.002207041,-15193.798,0,327.00195,327.02344,,,,
-3.7859583,0.001106501,-15227.368,0,327.50195,327.52344,,,,
-3.7896442,-0.000233412,-15266.262,0,328.00195,328.02344,,,,
-3.7962055,0.001296282,-15334.326,0,328.50195,328.52344,,,,
-3.8016748,0.001728058,-15373.202,0,329.00195,329.02344,,,,
-3.8049054,-8.46E-05,-15405.021,0,329.50195,329.52344,,,,
-3.8097739,-0.000265121,-15446.146,0,330.00195,330.02344,,,,
-3.8137174,-0.001376629,-15487.819,0,330.50195,330.52344,,,,
-3.8186669,-0.001487494,-15536.569,0,331.00195,331.02344,,,,
-3.8243413,-0.000879049,-15597.313,0,331.50195,331.52344,,,,
-3.8314772,0.00118494,-15687.022,0,332.00195,332.02344,,,,
-3.8370204,0.00165081,-15730.905,0,332.50195,332.52344,,,,
-3.8413382,0.000885487,-15764.42,0,333.00195,333.02344,,,,
-3.8451695,-0.000372171,-15791.786,0,333.50195,333.52344,,,,
-3.8510656,0.000429392,-15860.084,0,334.00195,334.02344,,,,
-3.8550901,-0.000646591,-15893.094,0,334.50195,334.52344,,,,
-3.8599801,-0.000862598,-15940.163,0,335.00195,335.02344,,,,
-3.8647723,-0.001181841,-15991.979,0,335.50195,335.52344,,,,
-3.8707924,-0.000278711,-16051.008,0,336.00195,336.02344,,,,
-3.8756704,-0.000523329,-16095.545,0,336.50195,336.52344,,,,
-3.8812613,-6.08E-05,-16149.435,0,337.00195,337.02344,,,,
-3.886869,0.000412941,-16201.06,0,337.50195,337.52344,,,,
-3.8927722,0.001176596,-16264.022,0,338.00195,338.02344,,,,
-3.8983941,0.001653433,-16321.423,0,338.50195,338.52344,,,,
-3.9023066,0.000414848,-16350.594,0,339.00195,339.02344,,,,
-3.9070415,-6.44E-06,-16382.44,0,339.50195,339.52344,,,,
-3.9111805,-0.001029253,-16419.156,0,340.00195,340.02344,,,,
-3.9163351,-0.001041889,-16470.563,0,340.50195,340.52344,,,,
-3.9214182,-0.001131535,-16519.182,0,341.00195,341.02344,,,,
-3.9279127,0.000184536,-16583.514,0,341.50195,341.52344,,,,
-3.9339232,0.001011372,-16652.016,0,342.00195,342.02344,,,,
-3.9393377,0.001236439,-16700.592,0,342.50195,342.52344,,,,
-3.9436316,0.000335217,-16734.01,0,343.00195,343.02344,,,,
-3.9481425,-0.00035429,-16766.43,0,343.50195,343.52344,,,,
-3.9522815,-0.001421452,-16800.381,0,344.00195,344.02344,,,,
-3.9586163,-0.000297785,-16875.047,0,344.50195,344.52344,,,,
-3.9637589,-0.000371933,-16927.029,0,345.00195,345.02344,,,,
-3.9695287,0.000175714,-16977.525,0,345.50195,345.52344,,,,
-3.9756322,0.001051664,-17046.389,0,346.00195,346.02344,,,,
-3.9807296,0.000916004,-17092.809,0,346.50195,346.52344,,,,
-3.9861798,0.001127958,-17141.498,0,347.00195,347.02344,,,,
-3.9907384,0.000442505,-17185.648,0,347.50195,347.52344,,,,
-3.9956713,0.000125885,-17228.637,0,348.00195,348.02344,,,,
-4.0015101,0.000710011,-17282.721,0,348.50195,348.52344,,,,
-4.0058899,-0.000170231,-17317.508,0,349.00195,349.02344,,,,
-4.0113044,-2.10E-05,-17365.545,0,349.50195,349.52344,,,,
-4.0168118,0.000216007,-17416.346,0,350.00195,350.02344,,,,
-4.0219355,6.34E-05,-17455.102,0,350.50195,350.52344,,,,
-4.02704,-0.000113487,-17510.459,0,351.00195,351.02344,,,,
-4.03265,0.000209808,-17578.688,0,351.50195,351.52344,,,,
-4.0383339,0.000601768,-17630.678,0,352.00195,352.02344,,,,
-4.0436482,0.000618458,-17674.889,0,352.50195,352.52344,,,,
-4.0485692,0.000236988,-17710.422,0,353.00195,353.02344,,,,
-4.0527916,-0.00084877,-17755.574,0,353.50195,353.52344,,,,
-4.0595746,0.000621319,-17832.602,0,354.00195,354.02344,,,,
-4.0648341,0.000562668,-17870.414,0,354.50195,354.52344,,,,
-4.0683746,-0.001220703,-17901.582,0,355.00195,355.02344,,,,
-4.0741014,-0.000822544,-17957.662,0,355.50195,355.52344,,,,
-4.0804553,0.000196934,-18013.469,0,356.00195,356.02344,,,,
-4.0847731,-0.000824928,-18067.025,0,356.50195,356.52344,,,,
-4.0910411,9.87E-05,-18111.398,0,357.00195,357.02344,,,,
-4.0956092,-0.000683308,-18154.568,0,357.50195,357.52344,,,,
-4.1011858,-0.000461578,-18207.156,0,358.00195,358.02344,,,,
-4.1071081,0.000100613,-18272.975,0,358.50195,358.52344,,,,
-4.1127682,0.000395775,-18325.58,0,359.00195,359.02344,,,,
-4.118011,0.000267982,-18361.219,0,359.50195,359.52344,,,,
-4.1221881,-0.000930786,-18396.676,0,360.00195,360.02344,,,,
-4.1290236,0.000524044,-18466.105,0,360.50195,360.52344,,,,
-4.1339803,9.49E-05,-18516.006,0,361.00195,361.02344,,,,
-4.1395617,0.000285149,-18554.154,0,361.50195,361.52344,,,,
-4.1434574,-0.001215458,-18584.303,0,362.00195,362.02344,,,,
-4.1503072,0.000233173,-18668.594,0,362.50195,362.52344,,,,
-4.1572905,0.001810074,-18729.498,0,363.00195,363.02344,,,,
-4.1617513,0.000859737,-18757.158,0,363.50195,363.52344,,,,
-4.1657257,-0.000582218,-18792.818,0,364.00195,364.02344,,,,
-4.1711688,-0.000560761,-18840.008,0,364.50195,364.52344,,,,
-4.1781783,0.001022339,-18926.961,0,365.00195,365.02344,,,,
-4.1854262,0.002838612,-18991.646,0,365.50195,365.52344,,,,
-4.1889763,0.000951767,-19007.611,0,366.00195,366.02344,,,,
-4.1936064,0.00014019,-19034.838,0,366.50195,366.52344,,,,
-4.1980648,-0.000847816,-19075.057,0,367.00195,367.02344,,,,
-4.2031336,-0.001230717,-19133.018,0,367.50195,367.52344,,,,
-4.2093349,-0.000485897,-19192.008,0,368.00195,368.02344,,,,
-4.2166853,0.001402855,-19267.697,0,368.50195,368.52344,,,,
-4.2210031,0.000254154,-19304.975,0,369.00195,369.02344,,,,
-4.2257953,-0.000425339,-19341.018,0,369.50195,369.52344,,,,
-4.230969,-0.00072813,-19386.475,0,370.00195,370.02344,,,,
-4.2363191,-0.000859737,-19429.158,0,370.50195,370.52344,,,,
-4.2427659,0.000100613,-19495.916,0,371.00195,371.02344,,,,
-4.2474675,-0.00068903,-19545.307,0,371.50195,371.52344,,,,
-4.2525887,-0.001063824,-19591.664,0,372.00195,372.02344,,,,
-4.2587924,-0.000360966,-19644.168,0,372.50195,372.52344,,,,
-4.2643881,-0.000270844,-19691.971,0,373.00195,373.02344,,,,
-4.2704606,0.000290871,-19756.881,0,373.50195,373.52344,,,,
-4.275651,-3.48E-05,-19802.553,0,374.00195,374.02344,,,,
-4.2803955,-0.000810623,-19842.051,0,374.50195,374.52344,,,,
-4.2856121,-0.001119614,-19887.689,0,375.00195,375.02344,,,,
-4.2927098,0.00044775,-19963.938,0,375.50195,375.52344,,,,
